player,player_name,team,player_id,agents,agents_count,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,hs_percent,cl_percent,clutches,k_max,kills,deaths,assists,first_kills,first_deaths
Meiy,Meiy,DFM,6672,"['Yoru', 'Jett', 'Waylay', 'Neon']",4,274,1.25,266.2,1.35,74%,167.2,0.96,0.19,0.17,0.1,29%,17%,5/29,39,264,195,53,46,27
something,something,PRX,17086,"['Yoru', 'Sova', 'Jett']",3,402,1.23,230.4,1.38,77%,149.3,0.85,0.21,0.18,0.09,26%,17%,10/59,32,340,247,86,71,38
Jinggg,Jinggg,PRX,7378,"['Omen', 'Raze', 'Sage']",3,402,1.14,237.1,1.19,78%,154.3,0.81,0.29,0.13,0.09,24%,22%,5/23,24,325,274,116,53,38
HYUNMIN,HYUNMIN,DRX,28400,"['Neon', 'Jett', 'Waylay', 'Raze']",4,333,1.13,242.8,1.15,74%,157.6,0.83,0.18,0.17,0.11,28%,13%,3/23,26,278,242,60,58,38
Jemkin,Jemkin,RRQ,24895,"['Yoru', 'Waylay', 'Neon', 'Jett']",4,696,1.12,227.6,1.24,72%,141.9,0.83,0.17,0.18,0.15,35%,7%,4/54,31,579,468,115,124,105
DH,DH,T1,43057,"['Omen', 'Brimstone']",2,442,1.1,196.8,1.07,75%,127.7,0.72,0.46,0.08,0.09,38%,26%,12/46,23,317,296,202,36,40
primmie,primmie,TLN,25255,"['Sage', 'Deadlock', 'Yoru']",3,498,1.1,216.7,1.19,73%,136.5,0.79,0.22,0.11,0.1,39%,21%,10/48,30,394,332,110,55,52
d4v41,d4v41,PRX,9803,"['Vyse', 'Viper', 'Sage', 'Killjoy']",4,402,1.1,199.2,1.16,74%,137.4,0.72,0.25,0.09,0.06,25%,12%,7/60,29,290,250,100,37,24
Dep,Dep,ZETA,424,"['Viper', 'Killjoy', 'Vyse', 'Astra', 'Chamber']",5,238,1.08,218.8,1.07,71%,141.8,0.77,0.19,0.13,0.1,33%,13%,4/30,22,183,171,45,30,24
Karon,Karon,GEN,34974,['Omen'],1,305,1.07,197.5,1.05,74%,124.5,0.71,0.47,0.1,0.06,35%,21%,7/33,23,216,206,144,29,19
f0rsakeN,f0rsakeN,PRX,9801,"['Waylay', 'Omen', 'Brimstone', 'Sova']",4,402,1.07,213.7,1.12,75%,139.7,0.76,0.36,0.11,0.12,31%,37%,7/19,27,307,275,144,46,49
xffero,xffero,RRQ,4871,"['Viper', 'Cypher', 'Killjoy', 'Astra', 'Omen']",5,696,1.06,190.9,1.11,70%,125.6,0.69,0.24,0.07,0.05,29%,20%,22/109,25,482,435,167,47,36
dos9,dos9,BME,16215,"['Omen', 'Brimstone', 'Astra']",4,235,1.06,204.6,1.06,75%,126.0,0.72,0.39,0.08,0.09,29%,14%,5/37,25,169,160,92,18,20
Dambi,Dambi,NS,31827,"['Neon', 'Jett', 'Raze', 'Waylay']",4,400,1.06,228.9,1.09,72%,141.2,0.79,0.22,0.19,0.16,24%,25%,4/16,23,314,289,89,74,65
Flashback,Flashback,DRX,35013,"['Cypher', 'Killjoy', 'Viper', 'Vyse']",4,333,1.06,203.6,1.16,71%,134.8,0.74,0.18,0.09,0.08,33%,13%,6/47,24,247,213,61,31,27
Monyet,Monyet,RRQ,8497,"['Omen', 'Neon', 'Viper', 'Waylay', 'Raze', 'Astra']",6,696,1.06,220.5,1.08,73%,141.3,0.75,0.35,0.13,0.14,28%,22%,11/51,24,522,485,244,89,98
MaKo,MaKo,DRX,4462,"['Omen', 'Viper', 'Brimstone']",3,333,1.05,197.9,1.03,72%,128.4,0.67,0.36,0.09,0.12,27%,11%,4/37,22,222,216,119,31,39
SugarZ3ro,SugarZ3ro,ZETA,6668,"['Omen', 'Viper', 'Brimstone']",3,238,1.05,204.4,0.99,70%,132.2,0.73,0.35,0.07,0.06,31%,17%,5/30,23,173,174,83,16,15
Ash,Ash,GEN,25017,"['Sova', 'Fade']",2,305,1.05,185.3,1.1,75%,121.1,0.67,0.23,0.05,0.04,29%,17%,7/42,18,204,186,71,14,13
Persia,Persia,NS,4122,"['Omen', 'Viper', 'Astra']",3,400,1.04,184.2,1.04,74%,116.4,0.67,0.39,0.08,0.08,29%,15%,9/60,27,266,257,157,30,31
Meteor,Meteor,T1,13039,"['Cypher', 'Vyse', 'Astra', 'Viper']",4,442,1.04,222.0,1.06,71%,141.6,0.76,0.29,0.1,0.09,29%,6%,3/51,24,338,318,126,44,40
UdoTan,UdoTan,GE,4428,"['Raze', 'Neon', 'Chamber']",3,241,1.04,234.5,1.1,66%,152.5,0.82,0.14,0.16,0.16,22%,22%,5/23,29,198,180,34,38,38
gyen,gyen,DFM,48577,"['Omen', 'Viper']",2,274,1.02,190.1,1.03,69%,123.6,0.68,0.25,0.09,0.11,34%,14%,5/35,19,185,179,69,25,29
invy,invy,TS,8504,"['Sova', 'Fade', 'Gekko', 'Chamber', 'Sage', 'Breach']",6,256,1.02,203.9,0.94,68%,136.5,0.72,0.22,0.08,0.06,30%,8%,3/38,28,184,195,56,21,15
Kr1stal,Kr1stal,GE,5796,"['Fade', 'Deadlock', 'Tejo', 'Sova']",4,241,1.01,198.3,0.94,69%,130.4,0.68,0.23,0.09,0.09,28%,30%,6/20,21,164,174,56,22,21
Killua,Killua,TLN,13784,"['Sova', 'Gekko', 'Fade']",3,498,1.01,199.9,1.05,74%,133.7,0.73,0.21,0.08,0.08,41%,18%,9/49,27,366,349,103,41,40
Francis,Francis,NS,31828,"['Viper', 'Harbor', 'Fade', 'Kayo', 'Breach', 'Sova']",6,400,1.01,199.3,0.99,72%,129.4,0.69,0.36,0.08,0.1,26%,13%,5/38,27,275,278,144,30,38
thyy,thyy,TLN,42901,"['Jett', 'Raze', 'Yoru', 'Neon', 'Omen']",5,498,1.01,222.4,1.07,71%,140.4,0.79,0.2,0.15,0.12,30%,18%,7/39,25,391,364,101,77,58
t3xture,t3xture,GEN,9196,"['Neon', 'Jett', 'Raze']",3,305,1.0,215.4,1.05,67%,138.0,0.75,0.17,0.17,0.14,26%,16%,4/25,24,228,217,51,53,44
Foxy9,Foxy9,GEN,11600,"['Killjoy', 'Sage', 'Deadlock']",3,305,0.99,187.1,1.05,71%,124.9,0.67,0.18,0.09,0.07,33%,10%,2/21,19,204,194,54,28,22
Xdll,Xdll,ZETA,25221,"['Sova', 'Fade', 'Sage', 'Skye']",4,238,0.99,186.2,0.95,66%,122.1,0.69,0.23,0.08,0.09,34%,14%,4/28,26,164,173,54,18,21
n1zzy,n1zzy,TS,14225,"['Cypher', 'Yoru', 'Viper', 'Brimstone', 'Killjoy', 'Jett', 'Neon']",7,256,0.98,189.6,0.91,67%,130.2,0.68,0.18,0.11,0.11,39%,20%,9/45,22,173,190,45,29,29
Rb,Rb,NS,488,"['Sova', 'Kayo', 'Fade', 'Viper', 'Cypher']",5,400,0.98,187.0,0.97,68%,125.5,0.67,0.25,0.1,0.1,28%,14%,8/56,27,266,274,101,39,38
JitBoyS,JitBoyS,TLN,13788,"['Killjoy', 'Astra', 'Cypher', 'Viper', 'Vyse', 'Omen']",6,498,0.97,184.7,1.0,72%,118.7,0.65,0.25,0.07,0.1,35%,10%,6/63,23,325,326,125,37,52
BuZz,BuZz,T1,804,"['Yoru', 'Chamber', 'Raze']",3,442,0.97,201.6,1.02,67%,129.4,0.72,0.16,0.14,0.14,22%,7%,4/54,33,320,313,72,60,61
free1ng,free1ng,DRX,1916,"['Sova', 'Skye', 'Fade', 'Viper']",4,333,0.96,185.4,0.96,71%,120.6,0.64,0.28,0.08,0.1,35%,21%,8/39,20,213,223,94,28,33
Jinboong,Jinboong,DFM,4052,"['Cypher', 'Vyse', 'Killjoy', 'Fade', 'Deadlock']",5,274,0.96,186.9,0.95,69%,122.3,0.64,0.19,0.08,0.07,33%,18%,5/28,23,176,186,52,23,18
ban,ban,GE,5129,"['Iso', 'Cypher', 'Viper', 'Clove', 'Omen']",5,241,0.95,205.8,0.98,66%,135.0,0.72,0.2,0.13,0.13,30%,9%,3/32,21,174,178,47,31,31
Ivy,Ivy,NS,31829,"['Deadlock', 'Killjoy', 'Fade']",3,400,0.95,178.9,0.96,70%,114.7,0.64,0.21,0.07,0.07,28%,4%,2/46,23,256,267,85,26,28
Munchkin,Munchkin,GEN,2489,"['Viper', 'Kayo']",2,305,0.94,200.9,0.97,70%,129.4,0.67,0.32,0.14,0.13,23%,6%,2/32,24,203,209,99,42,41
crazyguy,crazyguy,RRQ,1430,"['Fade', 'Omen', 'Sova', 'Breach', 'Sage', 'Gekko', 'Tejo', 'Brimstone']",8,696,0.94,176.9,0.89,73%,115.9,0.61,0.39,0.06,0.07,28%,11%,10/93,24,423,473,270,45,50
PatMen,PatMen,PRX,13744,"['Fade', 'Viper', 'Sova']",3,402,0.93,172.0,0.95,72%,116.4,0.63,0.29,0.05,0.06,31%,10%,4/40,25,253,267,118,21,25
iZu,iZu,T1,29833,"['Neon', 'Yoru', 'Gekko']",3,442,0.92,212.4,0.98,65%,136.6,0.72,0.24,0.13,0.14,25%,13%,4/32,29,319,326,104,56,63
Akame,Akame,DFM,13002,"['Iso', 'Raze', 'Harbor', 'Yoru', 'Omen', 'Kayo']",6,274,0.92,203.5,0.93,72%,133.2,0.69,0.25,0.11,0.12,29%,20%,4/20,23,188,203,68,31,34
BerserX,BerserX,BME,4874,"['Cypher', 'Deadlock', 'Viper', 'Killjoy', 'Vyse']",5,235,0.92,186.5,0.94,68%,118.3,0.66,0.14,0.12,0.1,23%,7%,3/44,24,155,165,34,28,23
Shiro,Shiro,BME,10739,"['Sova', 'Viper', 'Kayo']",3,235,0.91,187.5,0.86,71%,127.3,0.64,0.31,0.11,0.11,25%,14%,3/22,21,151,176,72,27,26
Crws,Crws,TLN,3977,"['Viper', 'Fade', 'Omen', 'Deadlock', 'Brimstone']",5,498,0.9,164.6,0.86,73%,109.9,0.55,0.33,0.08,0.09,24%,17%,10/58,28,276,320,162,42,43
kellyS,kellyS,TS,7437,"['Breach', 'Deadlock', 'Raze', 'Kayo', 'Vyse', 'Killjoy', 'Cypher']",7,256,0.9,187.2,0.83,68%,125.6,0.64,0.22,0.08,0.13,19%,4%,1/28,25,163,197,56,21,33
Kushy,Kushy,RRQ,4866,"['Vyse', 'Sova', 'Deadlock', 'Fade', 'Killjoy']",5,696,0.89,168.8,0.85,71%,111.9,0.57,0.25,0.06,0.08,32%,16%,11/67,23,396,467,177,44,58
Papi,Papi,GE,13219,"['Astra', 'Omen', 'Brimstone', 'Viper']",4,241,0.88,170.8,0.86,71%,113.6,0.58,0.29,0.06,0.06,27%,6%,2/33,17,140,163,71,14,14
stax,stax,T1,485,"['Sova', 'Fade', 'Kayo']",3,442,0.88,158.6,0.84,68%,107.9,0.56,0.24,0.03,0.06,29%,16%,10/64,21,246,292,108,15,27
CLZ,CLZ,ZETA,2615,"['Killjoy', 'Vyse', 'Sova', 'Omen', 'Deadlock', 'Cypher', 'Kayo']",7,238,0.85,161.3,0.81,68%,108.3,0.58,0.23,0.06,0.06,35%,24%,9/37,22,138,171,54,15,14
TenTen,TenTen,ZETA,29839,"['Neon', 'Raze', 'Omen', 'Jett', 'Yoru']",5,238,0.84,194.9,0.85,64%,130.8,0.66,0.21,0.13,0.23,17%,10%,2/20,22,157,185,51,30,55
yoman,yoman,GE,25081,"['Sage', 'Sova', 'Skye', 'Fade', 'Vyse', 'Deadlock']",6,241,0.83,157.9,0.8,71%,104.0,0.57,0.3,0.07,0.06,27%,18%,7/38,22,137,171,72,18,14
Famouz,Famouz,BME,2348,"['Yoru', 'Neon', 'Raze', 'Jett']",4,235,0.82,197.4,0.84,64%,126.7,0.66,0.15,0.12,0.12,18%,5%,1/22,18,156,185,35,29,29
Estrella,Estrella,DRX,25025,"['Viper', 'Sage', 'Gekko', 'Fade', 'Kayo']",5,333,0.81,152.2,0.74,71%,99.4,0.49,0.39,0.05,0.1,27%,19%,5/26,18,164,223,131,15,33
NcSlasher,NcSlasher,BME,7043,"['Deadlock', 'Sova', 'Fade', 'Kayo']",5,235,0.78,159.9,0.75,65%,106.1,0.56,0.3,0.06,0.09,24%,4%,1/24,19,132,175,71,15,20
ZesBeeW,ZesBeeW,TS,2380,"['Neon', 'Omen', 'Viper']",3,195,0.76,151.4,0.72,64%,101.2,0.55,0.31,0.08,0.17,24%,20%,5/25,28,107,148,61,16,34
Wild0reoo,Wild0reoo,TS,9740,"['Omen', 'Cypher', 'Skye', 'Viper', 'Neon']",5,256,0.76,162.9,0.7,63%,107.5,0.55,0.27,0.06,0.15,34%,26%,6/23,23,140,199,70,15,39
JessieVash,JessieVash,TS,2334,['Sova'],1,61,0.75,141.7,0.7,59%,103.7,0.49,0.16,0.03,0.03,32%,0%,0/11,16,30,43,10,2,2
SSeeS,SSeeS,DFM,21438,"['Sova', 'Fade', 'Omen']",3,274,0.66,122.5,0.64,63%,81.5,0.43,0.2,0.05,0.1,25%,15%,6/41,12,117,182,54,13,28
